id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
2451,maruti wagon r 1.0,2013,petrol,127524,226599,new delhi,794,hatchback,manual,lxi,True,delhi,delhi,True,dl7c,inperson_sale,maruti,wagon r 1.0,in_stock,1,202401,,great,2021-03-19T14:15:13.693,True,5263,33990,True,False
2452,maruti swift,2012,diesel,141954,260499,new delhi,2080,hatchback,manual,vdi,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,swift,in_stock,1,259918,338436.0,great,2021-02-12T07:10:41.296,True,6051,39075,True,False
2453,maruti swift,2012,diesel,140967,301099,new delhi,1034,hatchback,manual,zdi,True,delhi,delhi,True,dl12,inperson_sale,maruti,swift,in_stock,1,300493,386921.0,great,2021-02-13T14:22:55.522,True,6994,45165,True,False
2454,toyota corolla altis,2009,petrol,167705,232799,new delhi,1129,luxury sedan,manual,g,True,delhi,delhi,True,dl4c,inperson_sale,toyota,corolla altis,in_stock,1,208837,,great,2021-02-01T09:37:56.448,True,5407,34920,True,False
2455,toyota fortuner,2012,diesel,138612,1048176,new delhi,1876,luxury suv,manual,3.0 mt 4x4,True,delhi,delhi,True,dl10,inperson_sale,toyota,fortuner,in_stock,2,1050982,1057482.0,great,2021-02-02T13:20:03.156,True,24346,157227,True,False
2456,hyundai verna,2014,diesel,137989,382099,new delhi,4575,sedan,automatic,fluidic 1.6 crdi sx at,True,delhi west,delhi,True,dl10,inperson_sale,hyundai,verna,in_stock,1,369930,,great,2021-02-27T11:38:15.582,True,8875,57315,True,False
2457,mahindra xuv500,2016,diesel,156533,795199,new delhi,1109,luxury suv,,w10 fwd,True,delhi,delhi,True,dl7c,inperson_sale,mahindra,xuv500,in_stock,1,829258,835758.0,great,2021-03-06T12:56:18.704,True,18470,119280,True,False
2458,toyota fortuner,2013,diesel,132477,1101807,new delhi,2980,luxury suv,automatic,3.0 at 4x2,True,noida,uttar pradesh,True,up16,inperson_sale,toyota,fortuner,in_stock,2,1092138,,great,2021-02-23T13:47:17.111,True,25592,165272,True,False
2459,toyota fortuner,2013,diesel,118203,1104635,new delhi,1216,luxury suv,automatic,3.0 at 4x2,True,new delhi,delhi,True,dl9c,inperson_sale,toyota,fortuner,in_stock,3,1076665,,great,2021-03-17T12:48:56.984,True,25658,165696,True,False
2460,maruti wagon r 1.0,2015,petrol,223583,210199,new delhi,2326,hatchback,manual,lxi,False,delhi,delhi,True,dl2c,inperson_sale,maruti,wagon r 1.0,in_stock,1,201200,265804.0,great,2021-01-04T05:15:44.817,True,4882,31530,True,False
2461,hyundai verna,2013,diesel,39887,381000,new delhi,166,sedan,manual,fluidic 1.6 ex crdi,True,new delhi,delhi,False,dl8c,online,hyundai,verna,in_stock,1,354000,,great,2020-09-30T10:14:36.245,True,8850,57150,False,True
2462,hyundai i10,2010,petrol,67713,130000,new delhi,325,hatchback,manual,era,False,delhi,delhi,False,dl8c,online,hyundai,i10,,1,113000,,great,2020-12-29T06:46:59.751,True,3020,19500,False,False
2463,chevrolet beat,2013,diesel,85246,125567,new delhi,17,hatchback,manual,ls diesel,True,gurgaon,haryana,False,hr26,online,chevrolet,beat,,1,114000,,great,2021-05-29T10:34:05.402,False,2917,18836,False,False
2464,ford ecosport,2014,diesel,60198,435000,new delhi,188,suv,manual,1.5titanium tdci,False,delhi,delhi,False,dl10,customer_to_customer,ford,ecosport,,1,435000,,great,2021-05-28T10:58:13.921,True,10104,65250,False,False
2465,hyundai santro xing,2011,petrol & cng,98873,133815,new delhi,4,hatchback,manual,gls,True,new delhi,delhi,False,dl10,online,hyundai,santro xing,,2,110000,,great,2021-05-30T15:19:17.393,,3108,20073,False,False
2466,hyundai creta,2016,diesel,21788,865000,new delhi,62,suv,,1.4 e plus crdi,False,delhi,delhi,False,dl10,customer_to_customer,hyundai,creta,,1,865000,,great,2021-05-28T10:56:36.081,True,20092,129750,False,False
2467,hyundai verna,2010,petrol,43470,285000,new delhi,278,sedan,manual,i,False,new delhi,delhi,False,dl3c,customer_to_customer,hyundai,verna,,2,305000,305000.0,great,2021-05-26T10:08:18.13,True,6620,42750,False,False
2468,volkswagen polo,2015,petrol,52108,425000,new delhi,124,hatchback,manual,highline1.2l petrol,False,gurgaon,haryana,False,hr26,customer_to_customer,volkswagen,polo,,2,425000,,great,2021-05-28T08:27:03.54,True,9872,63750,False,False
2469,honda city,2012,petrol,84063,390000,new delhi,283,sedan,manual,v mt petrol,False,new delhi,delhi,False,dl7c,customer_to_customer,honda,city,,2,410000,410000.0,great,2021-05-24T09:36:52.071,True,9059,58500,False,False
2470,volkswagen polo,2010,petrol,69613,250000,new delhi,78,hatchback,manual,comfortline 1.2l petrol,False,delhi,delhi,False,dl3c,customer_to_customer,volkswagen,polo,,2,250000,,great,2021-05-28T10:52:18.329,True,5807,37500,False,False
2471,maruti swift,2013,diesel,80766,340000,new delhi,75,hatchback,manual,vdi,False,new delhi,delhi,False,dl9c,customer_to_customer,maruti,swift,,1,340000,,great,2021-05-28T13:06:25.003,True,7897,51000,False,False
2472,volkswagen polo,2011,petrol,72705,275000,new delhi,102,hatchback,manual,trendline 1.2l petrol,False,delhi,delhi,False,dl7c,customer_to_customer,volkswagen,polo,,1,275000,,great,2021-05-28T09:30:58.646,True,6388,41250,False,False
2473,maruti a star,2012,petrol,67384,260000,new delhi,87,hatchback,automatic,vxi abs at,False,noida,uttar pradesh,False,up16,customer_to_customer,maruti,a star,,2,260000,,great,2021-05-28T08:58:39.275,True,6039,39000,False,False
2474,renault scala,2013,diesel,65674,420000,new delhi,147,sedan,manual,rxz,False,new delhi,delhi,False,dl8c,customer_to_customer,renault,scala,,1,420000,,great,2021-05-25T08:25:03.041,True,9756,63000,False,False
2475,toyota etios liva,2019,petrol,22570,625000,new delhi,344,hatchback,,vx dual tone,False,noida,uttar pradesh,False,up16,customer_to_customer,toyota,etios liva,,1,645000,645000.0,great,2021-05-24T10:39:30.941,True,14517,93750,False,False
2476,maruti new  wagon-r,2020,petrol & cng,8518,519799,new delhi,5961,,,lxi cng 1.0 l,True,palwal,haryana,True,hr30,inperson_sale,maruti,new  wagon-r,in_transit,1,536689,535999.0,great,2021-03-22T11:09:42.792,True,12074,77970,True,False
2477,maruti baleno,2020,petrol,8563,547399,new delhi,981,hatchback,manual,sigma 1.2 k12,True,delhi,delhi,True,dl2c,inperson_sale,maruti,baleno,,1,531766,550099.0,great,2021-05-08T08:27:18.88,True,12715,82110,True,False
2478,hyundai eon,2012,petrol,23981,190899,new delhi,7789,hatchback,manual,d lite plus,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,eon,in_stock,1,179071,,great,2021-04-09T11:34:23.814,True,4434,28635,True,False
2479,datsun redi go,2017,petrol,14559,219999,new delhi,3041,hatchback,manual,t (o),True,delhi,delhi,True,dl8c,inperson_sale,datsun,redi go,in_stock,1,208900,,great,2021-03-16T12:48:18.325,True,5110,33000,True,False
2480,mahindra tuv300,2016,diesel,99337,625000,new delhi,155,suv,automatic,t8 at,False,new delhi,delhi,False,dl7c,customer_to_customer,mahindra,tuv300,,1,645000,645000.0,great,2021-05-26T09:03:25.178,True,14517,93750,False,False
2481,hyundai elite i20,2015,petrol,32048,441799,new delhi,1962,hatchback,manual,magna 1.2,True,new delhi,delhi,True,dl4c,inperson_sale,hyundai,elite i20,in_stock,1,453133,459633.0,great,2021-03-24T09:48:40.652,True,10262,66270,True,False
2482,audi a4,2014,diesel,95959,1350000,new delhi,106,luxury sedan,automatic,2.0 tdi 174bhp prm plus,False,gurgaon,haryana,False,hr26,customer_to_customer,audi,a4,,2,1350000,,great,2021-05-28T08:59:56.559,True,31357,202500,False,False
2483,honda amaze,2013,diesel,80246,350000,new delhi,106,sedan,manual,1.5 smt i dtec,False,noida,uttar pradesh,False,up16,customer_to_customer,honda,amaze,,1,350000,,great,2021-05-27T09:06:43.359,True,8130,52500,False,False
2484,maruti swift,2011,petrol & cng,73109,238093,new delhi,157,hatchback,manual,vxi,False,new delhi,delhi,True,dl5c,inperson_sale,maruti,swift,in_stock,2,203499,,great,2020-11-08T10:10:46.696,False,5530,35714,False,False
2485,hyundai grand i10,2017,petrol,27050,406199,new delhi,966,hatchback,manual,magna 1.2 vtvt,True,new delhi,delhi,True,dl10,inperson_sale,hyundai,grand i10,in_stock,1,420000,526700.0,great,2020-09-24T06:22:25.668,True,9435,60930,True,True
2486,maruti alto,2011,petrol,41402,143299,new delhi,2677,hatchback,manual,lxi,True,new delhi,delhi,True,dl6c,inperson_sale,maruti,alto,in_stock,1,144259,195929.0,great,2020-12-01T05:08:15.033,True,3328,21495,True,False
2487,honda accord,2010,petrol,103337,375000,new delhi,246,sedan,manual,2.4 mt,False,goutam  budd  nagar,uttar pradesh,False,up16,customer_to_customer,honda,accord,,2,395000,395000.0,great,2021-05-24T10:38:42.665,True,8710,56250,False,False
2488,honda mobilio,2014,petrol,41962,430699,new delhi,962,suv,manual,1.5 v i vtec,True,new delhi,delhi,True,dl3c,inperson_sale,honda,mobilio,in_stock,2,407422,,great,2021-04-01T08:46:41.561,True,10004,64605,True,False
2489,honda civic,2010,petrol,44586,314999,new delhi,2748,sedan,manual,1.8v mt,False,gurgaon,haryana,True,hr26,inperson_sale,honda,civic,in_stock,1,246700,331499.0,great,2021-03-12T07:29:39.144,True,7317,47250,True,False
2490,ford ecosport,2016,petrol & cng,33936,595899,new delhi,4452,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl10,inperson_sale,ford,ecosport,in_stock,2,620437,626937.0,great,2021-03-26T11:40:36.39,True,13841,89385,True,False
2491,ford ecosport,2018,petrol,14253,817099,new delhi,2670,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl10,inperson_sale,ford,ecosport,in_stock,1,825737,833399.0,great,2021-04-09T13:09:59.012,True,18979,122565,True,False
2492,honda amaze,2013,diesel,56121,305699,new delhi,1363,sedan,manual,1.5 smt i dtec,True,gurgaon,haryana,True,hr26,inperson_sale,honda,amaze,in_stock,1,293250,,great,2021-04-04T10:37:33.72,True,7101,45855,True,False
2493,maruti s cross,2020,petrol,7361,908999,new delhi,3028,suv,,zeta shvs petrol,True,delhi,delhi,True,dl7c,inperson_sale,maruti,s cross,in_stock,1,915188,1109686.0,great,2021-03-30T13:56:31.804,True,21114,136350,True,False
2494,skoda fabia,2011,petrol,50501,201199,new delhi,4417,hatchback,manual,ambiente 1.2 mpi,True,delhi,delhi,True,dl2c,inperson_sale,skoda,fabia,in_stock,1,164780,,good,2021-03-23T05:43:41.513,True,4673,30180,True,False
2495,tata harrier,2019,diesel,25706,1354206,new delhi,4843,suv,,xz 2.0l kryotec,True,gurgaon,haryana,True,hr26,inperson_sale,tata,harrier,in_stock,1,1401055,,great,2021-03-24T12:53:11.22,True,31455,203131,True,False
2496,maruti vitara brezza,2019,diesel,8091,907599,new delhi,874,suv,automatic,zdi + amt,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,vitara brezza,in_transit,1,950363,957863.0,great,2021-04-14T08:28:18.691,True,21081,136140,True,False
2497,toyota corolla altis,2012,petrol,83602,562000,new delhi,255,luxury sedan,manual,g,False,delhi,delhi,True,dl3c,inperson_sale,toyota,corolla altis,in_stock,1,488273,,great,2021-01-27T08:07:08.355,True,13054,84300,False,False
2498,maruti eeco,2019,petrol & cng,32710,340499,new delhi,2347,suv,manual,7 str,True,delhi,delhi,True,dl5c,inperson_sale,maruti,eeco,in_stock,1,330762,418856.0,great,2021-03-05T11:01:29.8,True,7909,51075,True,False
2499,toyota fortuner,2018,diesel,71824,2585899,new delhi,6744,luxury suv,automatic,2.8 4x2 at,True,delhi,delhi,True,dl8c,inperson_sale,toyota,fortuner,in_stock,2,2729327,2735827.0,great,2021-03-23T10:00:07.145,True,60064,387885,True,False
2500,maruti swift,2006,petrol,80391,70000,new delhi,431,hatchback,manual,lxi 1.3,True,faridabad,haryana,False,hr51,online,maruti,swift,,2,42000,,good,2021-01-29T04:38:14.686,False,1626,10500,False,False
2501,maruti celerio,2016,petrol & cng,73995,360999,new delhi,1460,hatchback,manual,vxi cng,True,delhi,delhi,True,dl5c,inperson_sale,maruti,celerio,in_stock,1,333825,,great,2021-04-10T13:49:25.719,True,8385,54150,True,False
2502,renault kwid,2016,petrol,32567,200000,new delhi,567,hatchback,manual,rxt,False,new delhi,delhi,False,dl8c,online,renault,kwid,,1,0,,great,2019-10-15T06:13:18.677,True,4646,30000,False,True
2503,skoda yeti,2012,diesel,143322,321099,new delhi,3037,luxury suv,manual,ambition 2.0 tdi 4x2,True,faridabad,haryana,True,hr51,inperson_sale,skoda,yeti,in_stock,1,298407,,great,2021-03-01T11:56:32.865,True,7458,48165,True,False
2504,maruti alto,2012,petrol & cng,58120,130000,new delhi,580,hatchback,manual,lxi cng,True,delhi,delhi,False,dl8c,online,maruti,alto,in_stock,2,0,,great,2020-01-27T08:25:09.279,True,3020,19500,False,True
2505,maruti swift dzire,2013,petrol,39695,0,new delhi,488,sedan,manual,vxi 1.2 bs iv,True,new delhi,delhi,False,dl2c,online,maruti,swift dzire,,1,308000,,great,2020-12-21T11:54:58.438,,0,0,False,False
2506,maruti swift dzire,2013,petrol,39696,0,new delhi,469,sedan,manual,vxi 1.2 bs iv,True,delhi,delhi,False,dl2c,online,maruti,swift dzire,,1,302000,,great,2020-12-21T11:55:31.05,,0,0,False,False
2507,maruti swift,2009,petrol,135379,150000,new delhi,198,hatchback,manual,lxi 1.3,True,new delhi,delhi,False,dl9c,online,maruti,swift,,1,92000,,fair,2019-10-09T08:16:35.188,True,3484,22500,False,True
2508,hyundai santro xing,2006,petrol,114440,55000,new delhi,435,hatchback,manual,xo erlx euro iii,False,delhi,delhi,False,dl2c,online,hyundai,santro xing,,1,0,,great,2019-11-23T10:27:54.225,False,1278,8250,False,False
2509,maruti alto,2010,petrol & cng,65252,165000,new delhi,128,hatchback,manual,lxi,False,gurgaon,haryana,False,hr26,customer_to_customer,maruti,alto,,1,165000,,great,2021-05-28T13:56:50.372,True,3833,24750,True,False
2510,maruti wagon r 1.0,2016,petrol & cng,76112,300000,new delhi,631,hatchback,manual,lxi cng,False,delhi,delhi,False,dl6c,,maruti,wagon r 1.0,,1,245000,,great,2019-03-13T15:03:56.58,True,6968,45000,False,False
2511,maruti s cross,2016,diesel,36434,650000,new delhi,356,suv,manual,delta 1.3,False,delhi,delhi,False,dl10,,maruti,s cross,,1,488000,,great,2019-03-15T11:12:02.788,True,15098,97500,False,True
2512,maruti alto,2010,petrol & cng,78239,150000,new delhi,292,hatchback,manual,lxi,False,gurgaon,haryana,False,hr26,customer_to_customer,maruti,alto,,1,155,,overpriced,2021-05-28T11:29:16.733,True,3484,22500,True,False
2513,nissan micra,2010,petrol,77761,140000,new delhi,230,hatchback,manual,xl petrol,False,gurgaon,haryana,False,hr26,online,nissan,micra,in_stock,2,0,,overpriced,2020-05-10T13:45:51.896,True,3252,21000,False,False
2514,hyundai grand i10,2015,petrol,55192,0,new delhi,423,hatchback,manual,magna 1.2 vtvt,True,delhi,delhi,False,dl7c,online,hyundai,grand i10,,2,236000,,great,2020-12-20T09:50:57.186,,0,0,False,False
2515,honda city,2006,petrol,69000,110000,new delhi,137,,,vtec,False,,,False,dl4c,inperson_sale,honda,city,,2,0,,,2020-09-12T06:58:53.466,,2555,16500,False,False
2516,hyundai santro xing,2007,petrol & cng,104515,41000,new delhi,1429,hatchback,manual,xo erlx euro iii,False,delhi,delhi,False,dl8c,online,hyundai,santro xing,in_stock,4,41000,,great,2020-08-14T14:21:56.802,False,952,6150,False,False
2517,toyota innova,2011,diesel,148274,427500,new delhi,189,suv,manual,2.5 g4 8 str,True,delhi,delhi,False,dl4c,online,toyota,innova,in_stock,1,333000,450000.0,great,2020-08-31T12:37:20.202,False,9930,64125,False,True
2518,hyundai elite i20,2015,petrol,43317,410000,new delhi,253,hatchback,manual,magna 1.2,False,new delhi,delhi,False,dl8c,online,hyundai,elite i20,in_stock,1,0,,great,2020-03-19T10:38:35.559,True,9523,61500,False,True
2519,ford ecosport,2014,diesel,82183,415000,new delhi,177,suv,manual,1.5 trend tdci,False,gurgaon,haryana,False,hr72,online,ford,ecosport,in_stock,1,340000,,great,2020-08-23T08:57:21.752,True,9639,62250,False,True
2520,hyundai eon,2013,petrol,74079,180000,new delhi,175,hatchback,manual,era plus,True,delhi,delhi,False,dl8c,online,hyundai,eon,in_stock,2,106000,,fair,2020-08-20T12:09:12.745,True,4181,27000,False,True
2521,maruti dzire,2018,diesel,57022,540000,new delhi,214,sedan,manual,vdi,True,delhi,delhi,False,dl9c,online,maruti,dzire,in_stock,1,473000,,great,2020-08-18T07:31:19.419,True,12543,81000,False,True
2522,maruti wagon r,2008,petrol,66173,82000,new delhi,433,hatchback,manual,lxi minor,False,delhi,delhi,False,dl9c,online,maruti,wagon r,in_stock,1,48000,,good,2020-08-14T14:06:23.989,False,1905,12300,False,True
2523,maruti vitara brezza,2016,diesel,37310,603000,new delhi,251,suv,manual,ldi opt,True,new delhi,delhi,False,dl4c,online,maruti,vitara brezza,in_stock,1,0,,great,2020-08-12T13:46:39.075,True,14006,90450,False,True
2524,hyundai grand i10,2017,diesel,48000,350000,new delhi,144,hatchback,manual,magna 1.2 crdi,True,delhi,delhi,False,dl7c,online,hyundai,grand i10,in_stock,1,268000,,great,2020-08-07T12:52:56.424,True,8130,52500,False,True
2525,ford ecosport,2013,diesel,38344,325000,new delhi,431,suv,manual,1.5 trend tdci,True,new delhi,delhi,False,dl10,online,ford,ecosport,in_stock,2,218000,,great,2020-08-07T11:31:23.376,True,7549,48750,False,True
2526,honda amaze,2015,petrol & cng,32360,375000,new delhi,326,sedan,manual,1.2 smt i vtec,True,new delhi,delhi,False,dl1c,online,honda,amaze,in_stock,1,259000,,good,2020-08-07T09:49:08.807,True,8710,56250,False,True
2527,toyota etios,2011,diesel,132160,275000,new delhi,139,sedan,manual,gd,True,delhi,delhi,False,dl8c,online,toyota,etios,in_stock,1,185000,,good,2020-07-05T11:53:44.386,True,6388,41250,False,True
2528,hyundai grand i10,2014,diesel,70605,280000,new delhi,154,hatchback,manual,asta 1.1 (o) crdi,True,delhi,delhi,False,dl3c,online,hyundai,grand i10,in_stock,1,218000,,great,2020-06-28T11:11:07.357,True,6504,42000,False,True
2529,maruti wagon r,2006,petrol & cng,78551,65000,new delhi,202,hatchback,manual,vxi bs iii,False,delhi,delhi,False,dl4c,online,maruti,wagon r,in_stock,3,35000,,fair,2020-06-03T16:16:36.897,False,1510,9750,False,False
2530,ford fiesta classic,2012,diesel,73035,151000,new delhi,288,sedan,manual,1.4 clxi tdci,False,delhi,delhi,False,dl12,online,ford,fiesta classic,in_stock,1,0,,good,2020-06-03T10:03:22.552,True,3507,22650,False,False
2531,chevrolet enjoy,2013,diesel,46576,215000,new delhi,408,suv,manual,1.3 lt 7 str,False,new delhi,delhi,False,dl9c,online,chevrolet,enjoy,in_stock,1,146000,,good,2020-05-30T14:35:10.082,True,4994,32250,False,False
2532,renault duster,2013,diesel,104133,296000,new delhi,173,suv,manual,85 ps rxe,False,new delhi,delhi,False,dl13,online,renault,duster,in_stock,1,199000,,great,2020-06-01T13:59:27.156,True,6875,44400,False,False
2533,hyundai eon,2017,petrol,11252,270000,new delhi,420,hatchback,manual,magna plus,False,new delhi,delhi,False,dl10,online,hyundai,eon,in_stock,1,168000,,great,2020-06-01T13:06:06.136,True,6271,40500,False,False
2534,hyundai santro xing,2013,petrol,20702,210000,new delhi,249,hatchback,manual,gl plus,False,faridabad,haryana,False,hr29,online,hyundai,santro xing,in_stock,1,178000,,good,2020-06-01T11:50:39.284,True,4878,31500,False,False
2535,maruti zen,2001,petrol,93958,55747,new delhi,235,hatchback,manual,lx,False,delhi,delhi,False,dl2c,online,maruti,zen,in_stock,2,13000,,overpriced,2020-05-31T12:20:53.196,False,1295,8363,False,False
2536,ford ecosport,2018,diesel,5245,950000,new delhi,401,,,1.5 tdci titanium plus,False,delhi,delhi,False,dl9c,online,ford,ecosport,in_stock,1,677000,,great,2020-05-30T14:40:40.184,True,22066,142500,False,False
2537,maruti wagon r 1.0,2013,petrol & cng,146152,205000,new delhi,219,hatchback,manual,lxi cng,False,delhi,delhi,False,dl8c,online,maruti,wagon r 1.0,in_stock,1,148000,,great,2020-05-30T12:59:07.127,True,4762,30750,False,False
2538,maruti sx4,2008,petrol,99000,100000,new delhi,754,sedan,manual,zxi,False,delhi,delhi,False,dl3c,online,maruti,sx4,in_stock,1,81000,,great,2020-05-31T03:04:33.077,False,2323,15000,False,False
2539,hyundai verna,2010,diesel,129490,90000,new delhi,1048,sedan,manual,vgt crdi sx 1.5,False,ranchi,jharkhand,False,jh01,online,hyundai,verna,in_stock,1,81000,,great,2020-05-31T03:04:07.991,False,2090,13500,False,False
